"","C_No_Treatment","C_Treatment_A","C_Treatment_B","E_No_Treatment","E_Treatment_A","E_Treatment_B"
"288",122088.378008416,313593.03796301,274528.985019079,20.4861491965476,22.3000687856976,21.3479912344817
"289",110028.747327954,281125.041825233,250247.070513332,20.7115781620735,22.4630289146133,21.7265325993893
"290",111446.10194122,279239.363528044,259410.067193459,21.7235769649856,23.2832415353232,22.3130459012371
"291",107665.363372535,268306.317615028,242643.338472738,21.0588562296682,22.7327216873739,21.8650550997672
"292",108974.859064864,296267.115820332,274088.421368795,20.4195889130803,22.1737796451537,21.2291565277363
"293",121233.973986576,303351.235615129,262424.471522074,20.9231326761376,22.7250317317287,21.7724810521977
"294",103274.486085934,259862.229731977,235180.299633347,21.4423933820691,22.8574859191097,22.3356212640312
"295",123267.040361133,280772.531189076,256103.774554501,21.4706843964025,23.3430729682446,22.2023045927502
"296",125216.322454185,347334.971411896,313021.295172095,19.364029653759,21.3468096674839,20.286997279952
"297",107791.106889896,269856.399556357,241732.058751743,21.7081816624009,23.0646300637919,22.6591368627399
"298",122149.553595844,284968.768584732,248238.154922811,21.5578397848435,23.3530555221148,22.3185528279583
"299",119058.839711898,272730.872740037,251498.674436044,21.5460646125079,23.2703817025385,22.2250821039175
"300",111530.827102825,273628.689550742,238853.378802688,22.3253370151654,23.62427208077,23.1045517304853
"301",120250.095833847,329776.628602359,289947.256370875,20.1866401534688,21.901342190992,20.9857256902836
"302",117188.283522148,285749.684508723,256597.137141931,21.1347349735156,23.0339216486993,21.8204075928553
"303",121774.221676815,307735.198242153,283056.583893884,19.9452265161837,22.0841392565541,20.8628734543081
"304",122460.975800405,319488.376012108,297819.957296179,20.7122146665821,22.274099810538,21.5529730105656
"305",123492.075895518,315212.166737598,282086.480795817,20.1834603542395,22.2389129768647,21.0815658926294
"306",117873.585317945,315398.921423921,298667.320710591,19.6714057832898,21.7197821693618,20.3622225077899
"307",114426.387717206,305836.035047523,273218.621906946,20.3969478267738,22.2337696214521,21.2705389466341
"308",114278.59662901,291106.793129468,252919.947638072,21.0791570122591,22.817200842997,21.894676621848
"309",107324.937067514,277008.145638579,234308.563546455,21.5248472388173,23.1393430648008,22.4835978100825
"310",125171.800829187,326112.947935404,301710.410415494,19.2539529856915,21.6578550180949,20.0567404036298
"311",120639.506880086,277367.398731356,244313.66779773,21.4533506713842,23.1431127612835,22.4429841100385
"312",131038.558801832,296248.884525884,279163.646086353,20.6525853760155,22.8378162240052,21.2149071612072
"313",103642.766935191,264409.921876025,235433.691554876,21.6187239649078,23.3137110140451,22.4297612456609
"314",117321.013009953,284823.768952989,258832.323851791,21.0390323387051,22.6868144280514,21.937689273713
"315",109817.871596029,289638.625335667,260308.033442367,21.2504855600318,22.984249747917,21.8967433054111
"316",117817.620145697,300411.397246833,289287.170733599,20.8125000576547,22.3822316837413,21.6073216411213
"317",107159.790469583,273889.784018017,254724.424885507,20.6190473675216,22.5364743632349,21.2283198750852
"318",121272.179029203,316734.183012935,295702.666839877,20.2675357958702,21.9632069003503,20.9778134194727
"319",126603.113594272,326645.263944651,290042.513192457,20.1265673734464,22.054623874985,21.0019223509898
"320",115338.812271441,275056.496242751,261207.780274599,20.8510948618529,22.6698254509003,21.6885164173013
"321",111149.2802929,294809.70477647,286851.337413068,19.6745661152898,21.7800615377823,20.2952777437699
"322",120190.762632719,296497.15008873,264871.731063776,20.6101472469738,22.4056040066945,21.6542341249759
"323",111712.441155697,279414.39138057,255078.893196262,21.4043329781304,23.1713268868732,22.0454969195662
"324",105697.230271173,306163.601233957,262064.934086455,20.9596506879007,22.3153975659931,21.9481709717965
"325",110839.255258723,269608.850668791,234647.772368954,21.6671197519421,23.3737285302955,22.5187316821016
"326",113746.246120496,305087.704309156,296311.486194612,19.9377583027193,21.6847420203318,20.5755072619884
"327",100038.828240682,224505.904630391,199522.201963237,22.8573931649922,24.218890238969,23.6271890397391
"328",117295.039350718,286836.527622479,247749.230592734,20.7342368336392,22.6936076192712,21.5707271658754
"329",103462.551529088,265194.241636749,234977.049485942,21.8547006735596,23.1647083553257,22.7222236655744
"330",102022.749067567,273887.745810098,254089.056258386,21.0401065915216,22.7163905727856,21.6789491083234
"331",106082.116963355,290966.003512453,269481.520910029,20.5714852120299,22.1261011001886,21.2947389550941
"332",119065.52877469,298805.724430877,279475.130757922,19.9373144208241,22.2425702149113,20.5555483777321
"333",104763.767904534,252615.109577355,225361.368122959,21.6804579015328,23.1436797455261,22.2417264712157
"334",123837.196901827,304512.420027284,278395.639239285,20.6722647906361,22.5578803231732,21.3898460207186
"335",107695.938037849,254626.125178224,244542.97523194,21.3100114819732,23.0747546393796,22.0586743174203
"336",112566.439017387,269232.405182544,251852.557639951,21.1459170664487,22.9244527022157,21.956549900433
"337",122405.131249671,318250.467737028,280454.370596579,20.60584198222,22.5233811262734,21.3827819477935
"338",104881.85523763,296409.535897308,264787.7809472,20.8576784165403,22.3967457461683,21.625162946599
"339",116124.610056377,296898.541610366,276466.490057433,20.5207165347093,22.2715766189646,21.1727234358049
"340",105796.584964182,248241.200618971,232434.990678168,22.2545733135038,23.6902993557246,22.9590324267577
"341",110335.292603778,257312.097749754,221163.041396368,22.3716227050688,24.0324573505589,22.9647544533216
"342",119123.475585155,293939.423133394,280573.248661446,20.9858681984677,22.8741090338458,21.4773082283041
"343",117329.883065039,330194.167408844,308548.604324412,20.1332663239011,21.9886810734922,20.7650786173843
"344",121600.492764219,299027.533125186,277888.975911546,20.731813140574,22.4883558306626,21.6592266516053
"345",116821.5354679,292059.479511614,251745.54946763,21.5548203899945,23.25815897613,22.3506547087327
"346",121563.52602665,356792.874888932,337923.640046329,19.7544466469807,21.5002319569787,20.407355944868
"347",115866.102160709,299926.342261006,266848.849348836,21.0495837742797,22.8128398851405,21.7875980525501
"348",111977.852112002,251837.181801181,227304.072592103,21.9028598845571,23.4588782779108,22.8663626435242
"349",107914.197023104,283112.085585681,259594.650191018,20.771354601131,22.4549197943313,21.4575840851254
"350",116898.29609249,314686.386219243,275360.393538162,20.0382060254073,21.8137236631132,20.9816612358337
"351",131543.357507668,287093.322478104,281257.876142935,21.3691032455829,23.2490562939711,21.9764663133489
"352",109664.376013137,314888.67621948,263776.623245286,20.8948430845478,22.522970457943,21.7520259666197
"353",130180.267796988,334469.423618608,319986.016694898,20.3827166680451,22.2563580494725,20.8016728348286
"354",109270.156589783,267022.246338987,243924.062851006,21.6696872780384,23.2678590179658,22.3652003292358
"355",118203.010309181,336612.553574928,300576.717849582,20.1633330694807,21.6679479000879,21.1509253251049
"356",120250.53938863,289619.006968253,261132.744559952,21.5772864967685,23.3729133657945,22.2845658001439
"357",103980.593357878,254057.368419667,226432.277334391,21.9257291024474,23.3509551431006,22.6331280385815
"358",121086.609238877,315953.573900956,303636.910442183,20.2125610996667,22.1741443795833,20.6877444907781
"359",118007.82991722,286434.504569559,259215.375855727,20.2607748224983,22.3416877737754,21.2401308035666
"360",104257.410576209,260281.199378031,235617.613978235,22.2188386224043,23.7255476577805,22.9047845294238
"361",124235.712324217,332430.293834853,312979.958774243,19.3277382278941,21.4596552107859,20.0784135238909
"362",121177.988454426,301154.547226326,276215.867528856,20.7471856940567,22.3038477398893,21.5465149303899
"363",114160.957574946,268052.43514767,250850.399228083,21.3483529040832,23.1796083632142,21.9770020860096
"364",100045.523892403,227799.927421761,223344.300197974,21.7268729974072,23.3317445044241,22.3794143064319
"365",116735.144720203,304302.038322775,268458.530778425,20.4668600676724,22.5725987426806,21.4787240626501
"366",112907.430944378,289957.840475724,260189.765458203,20.7682190086333,22.6487284227689,21.7358300396863
"367",100678.45790025,243591.845384369,216918.89476863,21.7632761925746,23.3049424482022,22.402273802815
"368",107260.89996641,266629.947070071,254966.551861823,20.6233972824157,22.3852750319279,21.4154241024778
"369",108100.872294742,253584.325452016,222935.765772603,21.8872424670499,23.6114167570655,22.5155455015763
"370",125028.091590409,283877.079333568,246948.676493525,20.9191265430059,23.0469496383231,21.7412079928015
"371",119349.843469128,289012.841661437,251486.470846868,21.5524985936947,23.2654188124851,22.2965527239083
"372",122609.043546062,274584.240502519,236510.539194932,21.6065147253036,23.3560998343914,22.4482086799549
"373",103545.90665307,259640.194280544,221674.639085039,22.1266482627345,23.6315558120649,22.8183715861984
"374",112188.481668843,286979.012565435,277439.097191535,21.0621546972979,22.7482636880243,21.6240615776471
"375",107917.923996984,273792.855012278,245359.188047831,22.0892242440406,23.4578402039102,22.9255417677562
"376",112801.333331439,275389.470503938,254395.748412592,21.0717768629888,22.9087295596516,21.8076233902048
"377",117206.022929599,314176.09341662,321294.445593424,19.7348656193156,21.4552569233451,20.19498179485
"378",117310.078965157,299292.803247153,272378.655711523,20.6572277050396,22.4862478832335,21.535023176453
"379",125015.931749894,284189.047238347,274347.901019642,21.0923675038212,22.9403291313012,21.5830790094608
"380",107162.645425628,287468.813707215,254451.642329951,21.1998881121311,22.888921529874,22.0780206403026
"381",117742.059154444,305434.412849783,293083.152802976,20.5074574318915,22.6684863674479,21.0856280469455
"382",118007.468674451,306966.643259434,268084.747114993,20.6866013574797,22.5066460085803,21.504480916375
"383",117439.099911066,285896.93933758,264966.936311347,20.2003372201894,22.0734925086557,21.1911035999352
"384",109638.353129232,268215.013333747,250662.785445557,21.8391816634537,23.3367474966736,22.4612458747229
"385",113261.797110067,288345.433672878,276127.214115356,21.0514586773105,22.7286330379553,21.5239484311356
"386",110728.313098718,289088.067321837,258920.781775293,20.8962467892274,22.8012871474073,21.5842796991553
"387",111642.688111577,258906.502367778,244957.913319934,21.6822723102106,23.2695643722782,22.3487261175029
"388",117452.88346118,274745.524050538,236902.832237714,22.0321543763961,23.5499395065893,22.8130404713848
"389",114549.859611689,263197.458088108,214881.564370173,21.6319386825494,23.2641265239778,22.4990687948534
"390",114238.007980029,282644.15725757,263680.981515654,21.2747900442799,23.0067154978956,21.9166412934773
"391",116373.924107115,323577.456136086,288622.265609101,20.4400900774026,22.1305246104152,21.3353701103903
"392",117387.996879489,279616.616646629,251354.722617781,20.6319985200457,22.6062973539714,21.2040576798276
"393",113605.080443061,316768.615573336,282384.2497205,20.4056169746225,22.096516703255,21.3152315296502
"394",112680.354311148,295276.078294788,276659.089417996,20.7456215650712,22.5507782812313,21.4703887822094
"395",112024.61490385,300024.794860828,262059.104463701,20.5042362025186,22.3197195708379,21.6081880456559
"396",114651.235991595,283445.78628651,250415.685673884,21.714516376802,23.2793118329248,22.4264220138757
"397",110988.7721111,281592.742268495,256275.532713373,21.493412489807,22.9059193651128,22.2893583210246
"398",99283.671530599,272716.284895126,251603.095980622,21.5776706423539,22.8543745589915,22.2414324154382
"399",114687.092979245,260444.453767227,255399.211770593,21.3680198942664,23.0312610155026,22.0703395745816
"400",105981.198521981,264612.888887296,268515.197177208,21.5095684099375,23.0863729794817,21.8082587274058
"401",103637.192563741,255201.612070654,235578.340033234,21.7807173770724,23.2275646398148,22.6026383418023
"402",111582.957530071,304308.26174654,249833.454447889,20.9326462820497,22.5425503000849,21.7549835823142
"403",109011.629892018,279786.417372676,257223.696902093,20.7807779377925,22.4073077084606,21.8399538925889
"404",105773.016859824,247081.758890382,235020.557144156,22.2214003487516,23.7789267751264,22.7847162865054
"405",126773.318735518,291421.695987518,257952.480535332,21.0172266315093,22.9256255841429,21.9198822519781
"406",122103.152899323,313175.189925106,286639.531624167,20.1646454995227,22.0699292630942,21.012691424192
"407",111247.762673299,299016.263523642,269983.061099885,20.9697116326561,22.5678641445395,21.761075281705
"408",114067.015724964,252839.580340261,234994.123463718,21.7359259781974,23.635861796023,22.3939459685202
"409",114991.783609065,286323.971590173,267909.273776498,20.722467889994,22.3269282645065,21.5509281015087
"410",117102.935854142,306131.222070004,296439.061457635,20.7658021520447,22.4898509773836,21.1444078793096
"411",100575.106351841,245544.409783408,222167.248537809,21.7437398589088,23.3108038651839,22.503236656641
"412",108701.110705364,288567.265423454,240693.335061828,21.5958477771681,23.2125345178284,22.4496883587516
"413",104914.331012861,244109.909196464,218309.179934833,22.4356832093981,23.7024405391298,23.3257458390107
"414",112495.929469275,283202.117380735,250156.197164074,21.2974484336987,22.9324281605938,22.272475943224
"415",113844.965507391,296835.372551597,275955.533375018,20.6214581465368,22.399567764648,21.2634857236785
"416",118637.695248794,272059.250928453,245874.727095783,21.4138824501904,23.2564069018019,22.3156149789523
"417",119230.786521063,300487.061859943,287996.084761414,21.1730687876687,22.9158530195565,21.5777114841104
"418",105475.122703969,289725.332913049,260322.91246334,20.8278929675823,22.5043431103384,21.6256351379222
"419",123079.417893295,313641.711030025,271730.884516365,20.7073077871105,22.7185853464799,21.5201051650347
"420",117668.86442252,284909.425751959,264848.63403767,20.7592721188419,22.5632507608961,21.5335473302524
"421",115004.104388213,296902.922426314,262946.286757106,20.4817486580311,22.3885276579485,21.2495284550224
"422",103131.656571998,270212.355227475,217950.89701967,21.8627435847823,23.4755416316714,22.9418842347882
"423",99689.2922704349,269489.21589237,255831.28630097,21.6973715872874,23.3601960213803,22.3083787018831
"424",120139.903418904,284153.383195083,254993.079260563,21.8422705863408,23.4375662103392,22.6165693215647
"425",113240.352442773,293217.051037012,281285.406602242,20.0756739341987,22.1333625603186,20.9088077489727
"426",98392.0606131259,249165.507224413,209257.232886928,22.0848810712961,23.5099642460009,23.2354214689582
"427",126114.642487917,314441.185164451,286915.420953959,20.5459026859228,22.1738438171386,21.3400318752221
"428",137507.842922253,371117.98724851,340374.544531258,19.2223314625168,21.4557632243769,20.1079918501638
"429",114950.231877485,291907.15399907,277152.323856287,20.9799336155256,22.6353544840584,21.7712197159138
"430",121449.268014886,329345.831908201,297538.522533,20.1343470333321,21.9542392771703,21.1467242248466
"431",110109.460286228,254850.010425273,225733.702565726,22.2401361208634,23.7123427868912,22.9597079004254
"432",124264.27311197,314541.153074973,282272.751085865,20.8223008855678,22.8294247573387,21.5823544458718
"433",108336.266564545,264747.729205213,243425.322834256,21.400119398223,23.1511871701661,22.0214036780655
"434",108995.31876667,286743.078345735,253509.221112865,21.3199059311935,22.9981389168628,22.1507714293096
"435",118978.53744935,298344.450941099,271048.673467517,21.024765550446,22.9182631696916,21.7746452189453
"436",105994.438705175,268053.883731716,234885.644930617,21.6106978178965,23.0934512620261,22.538685329887
"437",108058.424330123,274665.077345066,244345.618476089,20.8147764731048,22.4559784279724,21.7040355904702
"438",97852.8908182699,236238.3008908,214928.994014134,22.2981919711389,23.6198350342435,23.1789192316716
"439",112796.386872899,280807.596882424,254235.152256004,20.2004506926615,22.0134287888111,21.1907122878309
"440",97135.8188179125,230935.416476379,216777.740785037,22.4891030940551,23.7967273367582,23.1960141218639
"441",117369.305414774,294361.550077984,273405.909734021,20.3806725711752,22.3582040721318,21.3582078921156
"442",104356.769180433,275099.896838607,240473.437576002,21.0026067976644,22.664722508109,21.8305758214757
"443",118584.612972614,254056.935830501,231569.958963422,21.8254798792493,23.4186671716336,22.6994855718887
"444",125248.846378633,311275.888353467,258760.924495064,20.2988254734357,22.0889210959216,21.6969861650349
"445",103386.722883546,235353.506134774,196637.628768574,22.8816247030167,24.295449695021,23.7115878414877
"446",110018.235692059,267129.414087361,240328.202727042,21.6969839350975,23.6072483273344,22.519849027109
"447",117199.266419805,281626.16418874,271380.855293223,21.2076826532494,22.9998645352916,21.8428602955771
"448",111847.055404238,285115.142317981,246357.268078556,21.3547619401679,22.8922999553638,22.3031841088738
"449",116279.604100056,301340.146334665,270761.644342719,20.42665125581,22.3599641566618,21.2724046131684
"450",101355.069816608,240233.978873376,228954.719798162,21.8764908262904,23.4274595076325,22.3315668426633
"451",125890.071472819,343906.508077272,314424.542339194,19.3826765512846,21.4929888842522,20.1242421014445
"452",114835.392371082,266557.088822447,243387.059031463,21.4800342990155,23.1132377796925,22.4596569137172
"453",105082.899653895,253917.657787099,220367.826731457,21.9175432775085,23.3980775612539,22.7704940956122
"454",127880.284748512,309747.723469241,288756.982583915,20.8994247469794,22.795511687941,21.4654061694112
"455",118783.011810439,265925.717126278,238925.37416837,22.0064159488292,23.7560975442824,22.6867514839502
"456",122867.485789953,310944.964205932,296592.236922295,20.7467360412571,22.7054172856505,21.2718097714746
"457",119653.532407137,294030.369679567,292906.822842199,20.5724379550893,22.4357610965882,21.2025718905308
"458",111972.836658538,261485.157826509,247478.266276133,21.8173224371234,23.5127249713199,22.3883514271418
"459",118884.514665235,276003.654218706,240353.940026364,21.3314289365877,23.1187051416703,22.2072707472606
"460",112759.343683378,275792.107263854,252617.500138625,21.5014278406023,23.2189247659964,22.1801601408906
"461",112318.213654003,286426.770379952,252701.768950253,21.1799518946636,22.8969828493008,21.9843117114498
"462",108016.870529581,252109.245657951,214969.419852669,22.4542713621397,23.9058774525366,23.2775362603763
"463",103055.852804817,253515.314771808,232571.447362709,21.3636505608045,22.8781877479732,22.239916411745
"464",105852.041418806,310476.918077175,278157.012863514,20.3443065630202,21.7904187899193,21.4178902944692
"465",114669.026870773,273249.055804232,244014.289306653,21.6348971765218,23.3437571908135,22.4360908743313
"466",120012.286835082,289017.128717679,271943.943846345,20.7308079687232,22.6264992886117,21.6288207239721
"467",96940.7695798957,230800.068567269,203490.889857062,22.7359626853913,23.8536072241836,23.4743061163253
"468",110506.779189172,246185.456996925,226091.937632567,22.1866327066241,23.717638478501,22.9463858349313
"469",120694.530214267,316226.953336541,285176.950796759,19.8108389535237,21.6603817602036,20.7983856488912
"470",106186.598285995,240942.549671796,211473.010563786,22.228771238792,23.8597766142166,22.9438613567362
"471",112767.340264517,275068.691613587,244952.158409489,21.5283308475189,23.2118372837869,22.3655516698834
"472",110517.660353897,276551.355863967,262496.749197291,21.3115441024245,22.8900731960378,22.1622176515547
"473",118515.843007129,289691.708056414,251438.757102004,21.3858372947765,23.19076838913,22.2360548048203
"474",107690.189856524,264204.807018342,237887.091682184,21.6706513269832,23.3098103290313,22.4047253767831
"475",112492.896307192,315744.414899155,278699.835725791,19.8997433452409,21.7529720712886,20.9352635968999
"476",110394.427061024,262677.937146488,233322.955015114,21.7754664441131,23.2205647164355,22.5802066057562
"477",111002.040365768,290498.114094494,271949.135443929,20.901066579867,22.5121767882763,21.5265179779304
"478",105296.26640402,300471.161165518,278841.746437258,20.1124750337519,21.8172276231007,20.9573990378434
"479",124630.950562733,342529.360020273,315915.859143251,19.779231625122,21.5135118492806,20.6246827817323
"480",113303.411876377,313367.047127643,284454.212048537,20.7517390300836,22.5981274219124,21.4617791505056
"481",112869.828648836,311653.530531379,273094.670738621,20.6461740617259,22.4048366494974,21.3975580041993
"482",112086.416630632,278814.985555392,251359.866783474,21.4630737320964,23.4307199249011,22.0096108157572
"483",114277.55219297,309993.446591197,308131.683537616,20.8625959563421,22.5902214679914,21.1872950305335
"484",118856.327950609,298390.97584529,272503.815501472,21.482624202372,23.2237086436996,22.1082241989649
"485",103703.483772095,246512.764822058,237994.333022727,21.513946604776,23.1356032796561,21.9754644849577
"486",120611.096657743,296413.09646449,262747.014618218,20.9750376516405,22.9079684630076,21.6337216625829
"487",105238.071874454,290418.668461083,266024.636672082,20.5575851561647,22.2538598666407,21.3501352589692
"488",113323.543504706,298873.045687714,247567.195785388,20.3575208875632,22.1951673552482,21.4486440854045
"489",116073.233939987,295100.208090939,259728.300212802,20.6328777043162,22.481673683641,21.5531879065022
"490",119130.962428063,346351.055231408,296449.943610538,20.0515327693827,21.8405940750145,20.9366309753059
"491",119487.553689695,299470.458769461,277702.955365093,20.9201845824347,22.4824035021214,21.9116663517064
"492",116277.715477562,296039.507390843,274622.952977317,20.6963203874642,22.4502905253764,21.5519177854245
"493",118355.111687409,297805.407730688,273460.927622682,20.9369974405224,22.6334120765938,21.7189907831914
"494",124391.621690137,274767.687294765,257933.128886835,21.4717225283572,23.378998519244,22.1803136415724
"495",120003.923944637,302504.348681893,285820.510946581,20.6712098713754,22.4846526523902,21.3486684287685
"496",124527.578909227,325054.300014087,307727.707280559,19.903903751574,21.7836765799322,20.4726395498169
"497",116165.676997011,294599.073274276,249405.411437548,21.2453458852311,22.9191462293786,22.2557899007697
"498",129066.422047241,340519.218625459,334126.864014133,20.0659859304843,21.8818625856143,20.6476239506616
"499",114178.913613607,287256.34045201,261224.093042606,20.6879745250093,22.4205744665758,21.63887089629
"500",128373.756291186,309123.751798166,282894.688873501,20.8296521863298,22.6967491471404,21.530319053092
"501",117682.253798189,325659.161528091,323779.884960312,20.6648443637351,22.3227882032654,21.0894573777903
"502",115227.472894653,273290.615936641,245613.079965017,21.4045955146792,23.2281266736817,22.2477528221781
"503",107015.825564556,265619.179846288,234085.547335986,21.2088984236424,22.9104751511721,22.0824377847019
"504",126628.622346921,359679.802571519,330104.269961561,19.3964116825903,21.4438386461944,20.1202284378188
"505",113625.414794542,278032.792018285,277366.606995568,21.4492683061568,23.2071673975512,21.8783077712801
"506",121305.850716155,296851.530727545,284139.822574756,20.2547067477336,22.1716679049636,21.0037047609272
"507",115970.882215712,288750.572499275,261925.104440964,20.4075013957172,22.2942041652922,21.2090206471614
"508",120764.266346156,264990.742412184,240047.050330776,22.0537299805111,23.6367535009848,22.8116976768997
"509",109775.061720541,258379.452910571,220784.18285682,22.1806408504236,23.6489889516209,23.0931430431441
"510",120324.466925222,323876.796802285,282053.420987974,20.45778267064,22.3025433736278,21.2637695734358
"511",104829.802804079,248349.810147182,212014.99973169,22.2935900408485,23.6685301754994,23.429210709601
"512",110153.503732862,269725.847845058,239616.546910153,21.5947648884424,23.4851655117586,22.2028535897498
"513",119913.579144384,300560.769712051,266991.281892112,21.0856084052865,22.8911760636311,21.994723072177
"514",112723.461015463,262855.257093626,253237.731193904,21.7338204326764,23.4235279851766,22.3543916616927
"515",121572.119018363,302686.345452477,263999.626598406,21.1095743317851,22.8437146915521,22.0036877948367
"516",118936.375010477,310376.646548311,256305.730526239,20.8348935456067,22.5988575942051,21.8030013971646
"517",101898.94599575,244080.500846802,211609.709643783,21.9886809482251,23.3220440101847,22.9141897514936
"518",101475.749451022,257849.083322578,233769.459960542,21.9795479023329,23.5062210355693,22.7362345783057
"519",106987.594373253,260553.949246079,225062.516555458,21.7492109291022,23.3220594654022,22.6252742726258
"520",106275.290946586,245486.392257641,223082.907540999,22.3667871919709,23.942706109202,23.0112297492998
"521",111557.157166174,280135.582993417,274759.101007443,21.0956889067015,22.8132756744344,21.7621757090315
"522",116459.451571296,302299.742199529,265104.083109589,20.5813574547489,22.4740832964948,21.3768357757776
"523",113459.940480598,282473.720762965,248104.721275739,20.904959410692,22.7831317615033,21.7101335312733
"524",124421.374541193,316511.737114982,261232.718210136,20.5166527554756,22.5000996274306,21.4844974827433
"525",101711.410418002,243180.700826668,236916.818516159,21.7650086920503,23.4056251353377,22.4304157972308
"526",109517.070471584,270231.422795773,246349.369189807,20.9983269264189,22.6610007174215,22.0800241876341
"527",111505.219475919,243204.528949022,225265.913082257,22.8495710995314,24.2917765789509,23.427378597418
"528",116608.332553877,291249.539983707,264734.95867934,21.3351408105565,22.9825212779557,22.1209793300725
"529",108937.514033409,241249.576652696,218095.757312959,22.7494910885175,24.1566301654336,23.5140606639067
"530",106311.257006634,273473.175935935,247457.134006673,20.9333832773273,22.8275407316485,21.5827047540146
"531",127299.927413598,318607.285842751,276853.26157969,20.2702078743486,22.0267790924245,21.468420762162
"532",112376.130255368,275065.781445811,265867.302352314,21.1727594274607,23.049544728836,21.6700108448617
"533",115844.502816128,296825.55674927,262061.70159069,21.4053116261179,22.8504946010436,22.2605412793398
"534",114170.790738082,287763.290741335,266746.703199948,21.2056414229704,22.8259358798342,21.7750188270651
"535",111709.517032193,277063.134538863,254545.157415118,21.1797861285024,22.8683268769605,22.1120390931665
"536",123765.459363321,278819.481535205,248136.073800667,21.3301061037181,23.163889457016,22.1146339655628
"537",115258.003407253,266209.712503022,238027.669494386,21.8826779290619,23.7919368044004,22.4841209000787
"538",115959.723640509,283195.945107279,268870.305395391,20.480837357387,22.6435174823392,21.1611836465964
"539",116455.088511617,261795.280403976,239795.003522393,21.9046515554935,23.6436275331912,22.6410769569787
"540",111212.073637475,295861.068960341,276864.845889676,21.059342999515,22.6546584576891,21.7486165516335
"541",131629.115730268,324608.466779142,314085.163827559,19.8815912886641,21.859147386218,20.5838561429068
"542",113806.160295011,272876.554862959,244757.546410017,21.3518931626105,23.0186414893007,22.1661872079903
"543",114447.973057726,318543.469723242,304571.502869818,19.8217124949473,21.6654125074609,20.438622852495
"544",118534.435479279,293207.826045749,260353.455366871,21.2508252738216,22.904639860712,21.9936972027943
"545",116947.401061423,290358.394624667,259660.069557836,21.0406431427852,22.8670528054358,21.7912573987003
"546",111143.585068916,271514.595146602,249100.515381156,21.5228304034784,22.8731101883215,22.3456449047082
"547",116209.146918238,320971.067129174,272817.810355992,20.6511544794622,22.5577577576979,21.3973686753705
"548",110968.232529351,256351.754994338,242986.50854281,21.659031717416,23.341984031392,22.2208425285123
"549",109070.725617684,286870.950333611,263129.808458667,20.9809988771348,22.6427984337754,21.6975654928892
"550",131181.018230608,306366.708256005,282447.620487306,21.1396425256138,23.0682556347545,21.9297814812679
"551",121241.879419334,325757.806040225,301769.519389778,20.2297797614782,22.0383911362362,20.840054885569
"552",124708.27496886,339675.135989811,307771.519975525,18.9459723686922,21.0044106446846,19.9475909374701
"553",121550.665891878,325505.404955595,291209.846590895,20.6967464562149,22.3069027862708,21.5713746590458
"554",114084.00873193,269223.820961755,227594.687549179,21.7984131107551,23.7482814492778,22.5359259758807
"555",106547.963972844,261581.679931277,239944.614296177,22.1595867253471,23.6535458480475,22.8012754231359
"556",120919.389120088,283559.913364017,258755.051431652,20.9168679013683,22.6095446168926,21.9562975221288
"557",114413.09690845,240993.737428004,214366.764584135,22.8088029681897,24.2375924971503,23.5588842079053
"558",115897.247538373,312718.346813615,298362.832150642,19.7787800692727,21.7651245446537,20.3687740411936
"559",119969.024678727,328654.927873902,290470.302091762,20.1986339581931,21.9686928153485,21.0277774509262
"560",113580.622426845,302622.505365334,274575.453489563,20.7784547384139,22.5959901378674,21.3737879405172
"561",110200.516565316,273685.420292692,254128.59815035,21.0969358043797,22.836238238655,21.795109317903
"562",120333.167958725,305933.330717169,264555.430327643,20.9812437913426,22.5868237880713,21.9023748425093
"563",114740.138629075,269013.698117027,242281.305594479,21.817182452544,23.4857120232294,22.5712475382244
"564",114464.698414378,303926.538497448,277762.0822071,20.7506640525405,22.186010539828,21.6525099817743
"565",105323.247780247,265435.227419988,235906.421872222,22.0716941414211,23.4703970613514,22.9131559372852
"566",125087.563371466,309653.597334521,299041.495781371,20.613792968792,22.5272117423503,21.1577129483421
"567",111452.064235081,237051.472744425,224531.044681193,21.4987546998946,23.6594386968326,22.3237925538239
"568",115490.600870435,289141.640179199,268303.095771411,20.9805576789107,22.4891153307494,21.5740927193599
"569",99011.2165271627,252364.332785955,239546.907702186,21.850168680753,23.4444782285472,22.2226387681852
"570",108035.80120505,263937.269363734,232730.577997041,22.0532233186708,23.4444894436345,22.7470808927285
"571",110832.278399619,289513.441206245,243168.899226625,20.9058574232753,22.7368677350385,21.8688211258229
"572",121626.166561503,315842.642594498,290163.906013359,20.047869979361,21.948353940884,20.8394122823481
"573",109997.387201673,277648.475510623,278199.307645843,20.3032734866845,22.2267461500938,20.8231922558826
"574",109487.123746579,247675.167135656,214957.779104844,22.6213084544784,24.0754840805117,23.5616615007913
"575",113275.925160817,283448.111862602,262077.477119308,21.0683648513556,22.990505877028,21.703103507786
"576",115808.968585267,299503.746092494,281287.267337922,20.3314784435035,22.0471238955321,21.1182014723675
"577",126451.400220022,315945.365265599,276475.703882968,20.5075734614668,22.3695002120486,21.545817409629
"578",102632.208526877,275115.435441006,239031.016557658,21.2196937020884,22.5850138460431,22.3078052387389
"579",120738.490112534,311439.645653266,281456.195016332,20.6781697364194,22.4103029267474,21.3488012906909
